algoritmo utilizado,numero a buscar,tamano de n,tiempo real,encontrado
2,152503,800000,4.0531158447e-06,-1
2,214826,800000,4.0531158447e-06,-1
2,322486,800000,3.8146972656e-06,1
2,3128036,800000,3.0994415283e-06,1
2,6337399,800000,3.8146972656e-06,1
2,10393545,800000,4.0531158447e-06,1
2,14700764,800000,4.0531158447e-06,-1
2,187645041,800000,2.8610229492e-06,-1
2,450057883,800000,2.8610229492e-06,-1
2,1295390003,800000,3.0994415283e-06,-1
2,1360839354,800000,3.0994415283e-06,-1
2,1493283650,800000,3.0994415283e-06,-1
2,1843349527,800000,2.1457672119e-06,-1
2,1980098116,800000,2.8610229492e-06,-1
2,2109248666,800000,3.0994415283e-06,-1
2,2147445644,800000,1.9073486328e-06,-1
2,2147470852,800000,3.0994415283e-06,-1
 , ,promedio,=sum(D611:D630)/count(D611:D630), 
2,0,1000000,4.0531158447e-06,1
2,5000,1000000,3.8146972656e-06,-1
2,61396,1000000,4.0531158447e-06,-1
2,152503,1000000,4.0531158447e-06,-1
2,214826,1000000,4.0531158447e-06,-1
2,322486,1000000,4.0531158447e-06,1
2,3128036,1000000,3.0994415283e-06,1
2,6337399,1000000,3.8146972656e-06,1
2,10393545,1000000,5.0067901611e-06,1
2,14700764,1000000,3.8146972656e-06,-1
2,187645041,1000000,2.8610229492e-06,-1
2,450057883,1000000,3.0994415283e-06,-1
2,1295390003,1000000,1.9073486328e-06,-1
2,1360839354,1000000,3.0994415283e-06,-1
2,1493283650,1000000,2.1457672119e-06,-1
2,1843349527,1000000,3.0994415283e-06,-1
2,1980098116,1000000,2.8610229492e-06,-1
2,2109248666,1000000,2.1457672119e-06,-1
2,2147445644,1000000,1.9073486328e-06,-1
2,2147470852,1000000,2.8610229492e-06,-1
 , ,promedio,=sum(D632:D651)/count(D632:D651), 
2,0,2000000,3.0994415283e-06,1
2,5000,2000000,4.0531158447e-06,-1
2,61396,2000000,4.0531158447e-06,-1
2,152503,2000000,4.0531158447e-06,-1
2,214826,2000000,4.0531158447e-06,-1
2,322486,2000000,4.0531158447e-06,1
2,3128036,2000000,5.0067901611e-06,1
2,6337399,2000000,3.8146972656e-06,1
2,10393545,2000000,3.8146972656e-06,1
2,14700764,2000000,3.8146972656e-06,-1
2,187645041,2000000,5.0067901611e-06,-1
2,450057883,2000000,1.9073486328e-06,-1
2,1295390003,2000000,3.0994415283e-06,-1
2,1360839354,2000000,2.8610229492e-06,-1
2,1493283650,2000000,2.8610229492e-06,-1
2,1843349527,2000000,3.0994415283e-06,-1
2,1980098116,2000000,1.9073486328e-06,-1
2,2109248666,2000000,2.8610229492e-06,-1
2,2147445644,2000000,1.9073486328e-06,-1
2,2147470852,2000000,2.8610229492e-06,-1
 , ,promedio,=sum(D653:D672)/count(D653:D672), 
2,0,3000000,3.0994415283e-06,1
2,5000,3000000,3.8146972656e-06,-1
2,61396,3000000,3.8146972656e-06,-1
2,152503,3000000,3.8146972656e-06,-1
2,214826,3000000,4.0531158447e-06,-1
2,322486,3000000,4.0531158447e-06,1
2,3128036,3000000,3.8146972656e-06,1
2,6337399,3000000,4.0531158447e-06,1
2,10393545,3000000,3.8146972656e-06,1
2,14700764,3000000,5.0067901611e-06,-1
2,187645041,3000000,5.0067901611e-06,-1
2,450057883,3000000,5.0067901611e-06,-1
2,1295390003,3000000,3.0994415283e-06,-1
2,1360839354,3000000,2.8610229492e-06,-1
2,1493283650,3000000,3.0994415283e-06,-1
2,1843349527,3000000,3.0994415283e-06,-1
2,1980098116,3000000,2.8610229492e-06,-1
2,2109248666,3000000,3.0994415283e-06,-1
2,2147445644,3000000,3.0994415283e-06,-1
2,2147470852,3000000,2.8610229492e-06,-1
 , ,promedio,=sum(D674:D693)/count(D674:D693), 
2,0,4000000,4.0531158447e-06,1
2,5000,4000000,4.0531158447e-06,-1
2,61396,4000000,2.8610229492e-06,-1
2,152503,4000000,4.0531158447e-06,-1
2,214826,4000000,4.0531158447e-06,-1
2,322486,4000000,4.0531158447e-06,1
2,3128036,4000000,4.0531158447e-06,1
2,6337399,4000000,4.0531158447e-06,1
2,10393545,4000000,3.8146972656e-06,1
2,14700764,4000000,4.0531158447e-06,-1
2,187645041,4000000,5.0067901611e-06,-1
2,450057883,4000000,5.0067901611e-06,-1
2,1295390003,4000000,1.9073486328e-06,-1
2,1360839354,4000000,2.8610229492e-06,-1
2,1493283650,4000000,2.8610229492e-06,-1
2,1843349527,4000000,3.0994415283e-06,-1
2,1980098116,4000000,3.0994415283e-06,-1
2,2109248666,4000000,2.8610229492e-06,-1
2,2147445644,4000000,3.0994415283e-06,-1
2,2147470852,4000000,2.8610229492e-06,-1
 , ,promedio,=sum(D695:D714)/count(D695:D714), 
2,0,5000000,4.0531158447e-06,1
2,5000,5000000,4.0531158447e-06,-1
2,61396,5000000,3.8146972656e-06,-1
2,152503,5000000,4.0531158447e-06,-1
2,214826,5000000,4.0531158447e-06,-1
2,322486,5000000,4.0531158447e-06,1
2,3128036,5000000,3.8146972656e-06,1
2,6337399,5000000,5.0067901611e-06,1
2,10393545,5000000,3.8146972656e-06,1
2,14700764,5000000,4.0531158447e-06,-1
2,187645041,5000000,4.0531158447e-06,-1
2,450057883,5000000,5.0067901611e-06,-1
2,1295390003,5000000,2.1457672119e-06,-1
2,1360839354,5000000,2.8610229492e-06,-1
2,1493283650,5000000,2.8610229492e-06,-1
2,1843349527,5000000,2.8610229492e-06,-1
2,1980098116,5000000,2.8610229492e-06,-1
2,2109248666,5000000,4.0531158447e-06,-1
2,2147445644,5000000,3.0994415283e-06,-1
2,2147470852,5000000,2.8610229492e-06,-1
 , ,promedio,=sum(D716:D735)/count(D716:D735), 
2,0,6000000,4.0531158447e-06,1
2,5000,6000000,5.0067901611e-06,-1
2,61396,6000000,5.0067901611e-06,-1
2,152503,6000000,3.0994415283e-06,-1
2,214826,6000000,4.0531158447e-06,-1
2,322486,6000000,4.0531158447e-06,1
2,3128036,6000000,4.0531158447e-06,1
2,6337399,6000000,5.0067901611e-06,1
2,10393545,6000000,4.0531158447e-06,1
2,14700764,6000000,4.0531158447e-06,-1
2,187645041,6000000,4.0531158447e-06,-1
2,450057883,6000000,5.0067901611e-06,-1
2,1295390003,6000000,4.0531158447e-06,-1
2,1360839354,6000000,3.0994415283e-06,-1
2,1493283650,6000000,3.0994415283e-06,-1
2,1843349527,6000000,2.8610229492e-06,-1
2,1980098116,6000000,2.1457672119e-06,-1
2,2109248666,6000000,3.0994415283e-06,-1
2,2147445644,6000000,3.0994415283e-06,-1
2,2147470852,6000000,3.0994415283e-06,-1
 , ,promedio,=sum(D737:D756)/count(D737:D756), 
2,0,7000000,4.0531158447e-06,1
2,5000,7000000,5.0067901611e-06,-1
2,61396,7000000,5.0067901611e-06,-1
2,152503,7000000,4.0531158447e-06,-1
2,214826,7000000,4.0531158447e-06,-1
2,322486,7000000,4.0531158447e-06,1
2,3128036,7000000,4.0531158447e-06,1
2,6337399,7000000,4.0531158447e-06,1
2,10393545,7000000,5.0067901611e-06,1
2,14700764,7000000,6.1988830566e-06,-1
2,187645041,7000000,4.0531158447e-06,-1
2,450057883,7000000,5.0067901611e-06,-1
2,1295390003,7000000,5.0067901611e-06,1
2,1360839354,7000000,5.0067901611e-06,-1
2,1493283650,7000000,2.8610229492e-06,1
2,1843349527,7000000,2.8610229492e-06,-1
2,1980098116,7000000,4.0531158447e-06,-1
2,2109248666,7000000,2.8610229492e-06,-1
2,2147445644,7000000,2.8610229492e-06,-1
2,2147470852,7000000,3.0994415283e-06,-1
 , ,promedio,=sum(D758:D777)/count(D758:D777), 
2,0,8000000,4.0531158447e-06,1
2,5000,8000000,5.0067901611e-06,-1
2,61396,8000000,4.0531158447e-06,-1
2,152503,8000000,4.0531158447e-06,-1
2,214826,8000000,4.0531158447e-06,-1
2,322486,8000000,4.0531158447e-06,1
2,3128036,8000000,4.0531158447e-06,1
2,6337399,8000000,5.0067901611e-06,1
2,10393545,8000000,4.0531158447e-06,1
2,14700764,8000000,4.0531158447e-06,-1
2,187645041,8000000,5.0067901611e-06,-1
2,450057883,8000000,5.0067901611e-06,-1
2,1295390003,8000000,5.0067901611e-06,1
2,1360839354,8000000,5.0067901611e-06,-1
2,1493283650,8000000,4.0531158447e-06,1
2,1843349527,8000000,3.0994415283e-06,-1
2,1980098116,8000000,4.0531158447e-06,-1
2,2109248666,8000000,3.0994415283e-06,-1
2,2147445644,8000000,2.8610229492e-06,-1
2,2147470852,8000000,3.0994415283e-06,-1
 , ,promedio,=sum(D779:D798)/count(D779:D798), 
2,0,9000000,4.0531158447e-06,1
2,5000,9000000,4.0531158447e-06,-1
2,61396,9000000,4.0531158447e-06,-1
2,152503,9000000,3.8146972656e-06,-1
2,214826,9000000,5.0067901611e-06,-1
2,322486,9000000,5.0067901611e-06,1
2,3128036,9000000,4.0531158447e-06,1
2,6337399,9000000,4.0531158447e-06,1
2,10393545,9000000,4.0531158447e-06,1
2,14700764,9000000,5.0067901611e-06,-1
2,187645041,9000000,4.0531158447e-06,-1
2,450057883,9000000,5.0067901611e-06,-1
2,1295390003,9000000,4.0531158447e-06,1
2,1360839354,9000000,5.0067901611e-06,-1
2,1493283650,9000000,5.0067901611e-06,1
2,1843349527,9000000,5.0067901611e-06,1
2,1980098116,9000000,3.8146972656e-06,-1
2,2109248666,9000000,2.8610229492e-06,-1
2,2147445644,9000000,3.0994415283e-06,-1
2,2147470852,9000000,3.0994415283e-06,-1
 , ,promedio,=sum(D800:D819)/count(D800:D819), 
2,0,10000000,5.0067901611e-06,1
2,5000,10000000,5.0067901611e-06,-1
2,61396,10000000,5.0067901611e-06,-1
2,152503,10000000,5.0067901611e-06,-1
2,214826,10000000,4.0531158447e-06,-1
2,322486,10000000,5.0067901611e-06,1
2,3128036,10000000,3.8146972656e-06,1
2,6337399,10000000,4.0531158447e-06,1
2,10393545,10000000,5.0067901611e-06,1
2,14700764,10000000,5.0067901611e-06,-1
2,187645041,10000000,4.0531158447e-06,-1
2,450057883,10000000,5.0067901611e-06,-1
2,1295390003,10000000,5.9604644775e-06,1
2,1360839354,10000000,5.0067901611e-06,-1
2,1493283650,10000000,4.0531158447e-06,1
2,1843349527,10000000,5.0067901611e-06,1
2,1980098116,10000000,4.0531158447e-06,-1
2,2109248666,10000000,4.0531158447e-06,1
2,2147445644,10000000,3.0994415283e-06,-1
2,2147470852,10000000,3.0994415283e-06,1
 , ,promedio,=sum(D821:D840)/count(D821:D840), 
3,0,100,1.9073486328e-06,-1
3,5000,100,2.1457672119e-06,-1
3,61396,100,1.9073486328e-06,-1
3,152503,100,1.9073486328e-06,-1
3,214826,100,1.9073486328e-06,-1
3,322486,100,2.1457672119e-06,-1
3,3128036,100,2.1457672119e-06,-1
3,6337399,100,2.1457672119e-06,-1
3,10393545,100,2.1457672119e-06,-1
3,14700764,100,2.1457672119e-06,-1
3,187645041,100,1.9073486328e-06,-1
3,450057883,100,1.9073486328e-06,-1
3,1295390003,100,3.0994415283e-06,-1
3,1360839354,100,1.9073486328e-06,-1
3,1493283650,100,1.9073486328e-06,-1
3,1843349527,100,2.8610229492e-06,-1
3,1980098116,100,2.1457672119e-06,-1
3,2109248666,100,3.0994415283e-06,-1
3,2147445644,100,9.5367431641e-07,-1
3,2147470852,100,1.9073486328e-06,-1
 , ,promedio,=sum(D842:D861)/count(D842:D861), 
3,0,1000,2.1457672119e-06,-1
3,5000,1000,2.1457672119e-06,-1
3,61396,1000,2.1457672119e-06,-1
3,152503,1000,1.9073486328e-06,-1
3,214826,1000,9.5367431641e-07,-1
3,322486,1000,1.9073486328e-06,-1
3,3128036,1000,1.9073486328e-06,-1
3,6337399,1000,1.9073486328e-06,-1
3,10393545,1000,2.1457672119e-06,-1
3,14700764,1000,2.1457672119e-06,-1
3,187645041,1000,2.1457672119e-06,-1
3,450057883,1000,2.1457672119e-06,-1
3,1295390003,1000,1.9073486328e-06,-1
3,1360839354,1000,2.8610229492e-06,-1
3,1493283650,1000,1.9073486328e-06,-1
3,1843349527,1000,1.9073486328e-06,-1
3,1980098116,1000,2.1457672119e-06,-1
3,2109248666,1000,9.5367431641e-07,-1
3,2147445644,1000,9.5367431641e-07,-1
3,2147470852,1000,2.1457672119e-06,-1
 , ,promedio,=sum(D863:D882)/count(D863:D882), 
3,0,5000,1.9073486328e-06,-1
3,5000,5000,3.0994415283e-06,-1
3,61396,5000,1.9073486328e-06,-1
3,152503,5000,1.1920928955e-06,-1
3,214826,5000,2.1457672119e-06,-1
3,322486,5000,3.0994415283e-06,-1
3,3128036,5000,3.0994415283e-06,-1
3,6337399,5000,2.1457672119e-06,-1
3,10393545,5000,1.9073486328e-06,-1
3,14700764,5000,1.9073486328e-06,-1
3,187645041,5000,2.8610229492e-06,-1
3,450057883,5000,1.9073486328e-06,-1
3,1295390003,5000,1.9073486328e-06,-1
3,1360839354,5000,3.0994415283e-06,-1
3,1493283650,5000,2.1457672119e-06,-1
3,1843349527,5000,2.1457672119e-06,-1
3,1980098116,5000,1.9073486328e-06,-1
3,2109248666,5000,1.9073486328e-06,-1
3,2147445644,5000,1.9073486328e-06,-1
3,2147470852,5000,2.1457672119e-06,-1
 , ,promedio,=sum(D884:D903)/count(D884:D903), 
3,0,10000,1.9073486328e-06,-1
3,5000,10000,9.5367431641e-07,-1
3,61396,10000,2.8610229492e-06,-1
3,152503,10000,2.1457672119e-06,-1
3,214826,10000,1.9073486328e-06,-1
3,322486,10000,1.9073486328e-06,-1
3,3128036,10000,2.1457672119e-06,-1
3,6337399,10000,1.9073486328e-06,-1
3,10393545,10000,2.1457672119e-06,-1
3,14700764,10000,2.1457672119e-06,-1
3,187645041,10000,1.9073486328e-06,-1
3,450057883,10000,1.9073486328e-06,-1
3,1295390003,10000,2.1457672119e-06,-1
3,1360839354,10000,2.1457672119e-06,-1
3,1493283650,10000,1.9073486328e-06,-1
3,1843349527,10000,1.9073486328e-06,-1
3,1980098116,10000,2.1457672119e-06,-1
3,2109248666,10000,1.9073486328e-06,-1
3,2147445644,10000,2.1457672119e-06,-1
3,2147470852,10000,2.1457672119e-06,-1
 , ,promedio,=sum(D905:D924)/count(D905:D924), 
3,0,50000,1.9073486328e-06,-1
3,5000,50000,3.0994415283e-06,-1
3,61396,50000,2.8610229492e-06,-1
3,152503,50000,2.1457672119e-06,-1
3,214826,50000,2.8610229492e-06,-1
3,322486,50000,1.9073486328e-06,-1
3,3128036,50000,1.9073486328e-06,-1
3,6337399,50000,2.8610229492e-06,-1
3,10393545,50000,2.1457672119e-06,-1
3,14700764,50000,3.0994415283e-06,-1
3,187645041,50000,1.9073486328e-06,-1
3,450057883,50000,4.0531158447e-06,-1
3,1295390003,50000,3.0994415283e-06,-1
3,1360839354,50000,1.9073486328e-06,-1
3,1493283650,50000,1.9073486328e-06,-1
3,1843349527,50000,1.9073486328e-06,-1
3,1980098116,50000,2.1457672119e-06,-1
3,2109248666,50000,2.8610229492e-06,-1
3,2147445644,50000,3.0994415283e-06,-1
3,2147470852,50000,3.0994415283e-06,-1
 , ,promedio,=sum(D926:D945)/count(D926:D945), 
3,0,100000,1.9073486328e-06,-1
3,5000,100000,2.8610229492e-06,-1
3,61396,100000,3.0994415283e-06,-1
3,152503,100000,3.0994415283e-06,-1
3,214826,100000,4.0531158447e-06,-1
3,322486,100000,3.0994415283e-06,-1
3,3128036,100000,2.8610229492e-06,-1
3,6337399,100000,3.0994415283e-06,-1
3,10393545,100000,3.0994415283e-06,-1
3,14700764,100000,1.9073486328e-06,-1
3,187645041,100000,3.0994415283e-06,-1
3,450057883,100000,3.0994415283e-06,-1
3,1295390003,100000,3.0994415283e-06,-1
3,1360839354,100000,3.0994415283e-06,-1
3,1493283650,100000,3.0994415283e-06,-1
3,1843349527,100000,2.8610229492e-06,-1
3,1980098116,100000,3.0994415283e-06,-1
3,2109248666,100000,4.0531158447e-06,-1
3,2147445644,100000,1.9073486328e-06,-1
3,2147470852,100000,3.0994415283e-06,-1
 , ,promedio,=sum(D947:D966)/count(D947:D966), 
3,0,200000,3.0994415283e-06,-1
3,5000,200000,3.0994415283e-06,-1
3,61396,200000,4.0531158447e-06,-1
3,152503,200000,3.0994415283e-06,-1
3,214826,200000,4.0531158447e-06,-1
3,322486,200000,4.0531158447e-06,-1
3,3128036,200000,2.8610229492e-06,-1
3,6337399,200000,2.8610229492e-06,-1
3,10393545,200000,3.0994415283e-06,-1
3,14700764,200000,3.0994415283e-06,-1
3,187645041,200000,2.8610229492e-06,-1
3,450057883,200000,5.0067901611e-06,-1
3,1295390003,200000,2.8610229492e-06,-1
3,1360839354,200000,2.8610229492e-06,-1
3,1493283650,200000,2.8610229492e-06,-1
3,1843349527,200000,3.0994415283e-06,-1
3,1980098116,200000,3.0994415283e-06,-1
3,2109248666,200000,3.0994415283e-06,-1
3,2147445644,200000,3.0994415283e-06,-1
3,2147470852,200000,3.0994415283e-06,-1
 , ,promedio,=sum(D968:D987)/count(D968:D987), 
3,0,400000,2.8610229492e-06,-1
3,5000,400000,3.0994415283e-06,-1
3,61396,400000,4.0531158447e-06,-1
3,152503,400000,2.8610229492e-06,-1
3,214826,400000,2.8610229492e-06,-1
3,322486,400000,5.0067901611e-06,-1
3,3128036,400000,2.8610229492e-06,-1
3,6337399,400000,3.0994415283e-06,-1
3,10393545,400000,3.8146972656e-06,-1
3,14700764,400000,2.8610229492e-06,-1
3,187645041,400000,3.0994415283e-06,-1
3,450057883,400000,3.0994415283e-06,-1
3,1295390003,400000,4.0531158447e-06,-1
3,1360839354,400000,4.0531158447e-06,-1
3,1493283650,400000,3.0994415283e-06,-1
3,1843349527,400000,3.0994415283e-06,-1
3,1980098116,400000,1.9073486328e-06,-1
3,2109248666,400000,3.0994415283e-06,-1
3,2147445644,400000,1.9073486328e-06,-1
3,2147470852,400000,2.1457672119e-06,-1
 , ,promedio,=sum(D989:D1008)/count(D989:D1008), 
3,0,600000,3.0994415283e-06,-1
3,5000,600000,2.8610229492e-06,-1
3,61396,600000,5.0067901611e-06,-1
3,152503,600000,3.0994415283e-06,-1
3,214826,600000,5.0067901611e-06,-1
3,322486,600000,5.0067901611e-06,-1
3,3128036,600000,4.0531158447e-06,-1
3,6337399,600000,3.0994415283e-06,-1
3,10393545,600000,3.0994415283e-06,-1
3,14700764,600000,2.8610229492e-06,-1
3,187645041,600000,2.8610229492e-06,-1
3,450057883,600000,4.0531158447e-06,-1
3,1295390003,600000,4.0531158447e-06,-1
3,1360839354,600000,4.0531158447e-06,-1
3,1493283650,600000,4.0531158447e-06,1
3,1843349527,600000,4.0531158447e-06,-1
3,1980098116,600000,3.0994415283e-06,-1
3,2109248666,600000,4.0531158447e-06,-1
3,2147445644,600000,3.0994415283e-06,-1
3,2147470852,600000,1.9073486328e-06,-1
 , ,promedio,=sum(D1010:D1029)/count(D1010:D1029), 
3,0,800000,2.8610229492e-06,-1
3,5000,800000,3.0994415283e-06,-1
3,61396,800000,4.0531158447e-06,-1
3,152503,800000,3.0994415283e-06,-1
3,214826,800000,3.8146972656e-06,-1
3,322486,800000,4.0531158447e-06,-1
3,3128036,800000,4.0531158447e-06,-1
3,6337399,800000,4.0531158447e-06,-1
3,10393545,800000,4.0531158447e-06,-1
3,14700764,800000,3.0994415283e-06,-1
3,187645041,800000,4.0531158447e-06,-1
3,450057883,800000,4.0531158447e-06,-1
3,1295390003,800000,4.0531158447e-06,-1
3,1360839354,800000,4.0531158447e-06,-1
3,1493283650,800000,4.0531158447e-06,1
3,1843349527,800000,4.0531158447e-06,-1
3,1980098116,800000,2.8610229492e-06,-1
3,2109248666,800000,3.8146972656e-06,-1
3,2147445644,800000,2.8610229492e-06,-1
3,2147470852,800000,2.8610229492e-06,-1
 , ,promedio,=sum(D1031:D1050)/count(D1031:D1050), 
3,0,1000000,3.0994415283e-06,-1
3,5000,1000000,3.8146972656e-06,-1
3,61396,1000000,3.0994415283e-06,-1
3,152503,1000000,2.8610229492e-06,-1
3,214826,1000000,4.0531158447e-06,-1
3,322486,1000000,5.0067901611e-06,-1
3,3128036,1000000,5.0067901611e-06,-1
3,6337399,1000000,5.0067901611e-06,-1
3,10393545,1000000,4.0531158447e-06,-1
3,14700764,1000000,2.8610229492e-06,-1
3,187645041,1000000,3.8146972656e-06,-1
3,450057883,1000000,3.8146972656e-06,-1
3,1295390003,1000000,6.1988830566e-06,-1
3,1360839354,1000000,5.0067901611e-06,-1
3,1493283650,1000000,4.0531158447e-06,1
3,1843349527,1000000,3.8146972656e-06,-1
3,1980098116,1000000,3.0994415283e-06,-1
3,2109248666,1000000,4.0531158447e-06,-1
3,2147445644,1000000,2.1457672119e-06,-1
3,2147470852,1000000,2.1457672119e-06,-1
 , ,promedio,=sum(D1052:D1071)/count(D1052:D1071), 
3,0,2000000,2.8610229492e-06,-1
3,5000,2000000,4.0531158447e-06,-1
3,61396,2000000,4.0531158447e-06,-1
3,152503,2000000,3.0994415283e-06,-1
3,214826,2000000,5.0067901611e-06,-1
3,322486,2000000,5.9604644775e-06,-1
3,3128036,2000000,3.8146972656e-06,1
3,6337399,2000000,4.0531158447e-06,-1
3,10393545,2000000,5.0067901611e-06,-1
3,14700764,2000000,3.0994415283e-06,-1
3,187645041,2000000,4.0531158447e-06,-1
3,450057883,2000000,5.0067901611e-06,-1
3,1295390003,2000000,3.8146972656e-06,-1
3,1360839354,2000000,4.0531158447e-06,-1
3,1493283650,2000000,3.8146972656e-06,1
3,1843349527,2000000,4.0531158447e-06,-1
3,1980098116,2000000,3.0994415283e-06,-1
3,2109248666,2000000,5.0067901611e-06,-1
3,2147445644,2000000,3.0994415283e-06,-1
3,2147470852,2000000,2.8610229492e-06,-1
 , ,promedio,=sum(D1073:D1092)/count(D1073:D1092), 
3,0,3000000,4.0531158447e-06,-1
3,5000,3000000,3.8146972656e-06,-1
3,61396,3000000,5.0067901611e-06,-1
3,152503,3000000,3.0994415283e-06,-1
3,214826,3000000,4.0531158447e-06,-1
3,322486,3000000,5.9604644775e-06,-1
3,3128036,3000000,4.0531158447e-06,1
3,6337399,3000000,5.0067901611e-06,-1
3,10393545,3000000,2.8610229492e-06,-1
3,14700764,3000000,4.0531158447e-06,-1
3,187645041,3000000,3.8146972656e-06,-1
3,450057883,3000000,5.0067901611e-06,-1
3,1295390003,3000000,3.8146972656e-06,-1
3,1360839354,3000000,5.9604644775e-06,-1
3,1493283650,3000000,4.0531158447e-06,1
3,1843349527,3000000,4.0531158447e-06,1
3,1980098116,3000000,3.0994415283e-06,-1
3,2109248666,3000000,5.0067901611e-06,-1
3,2147445644,3000000,2.8610229492e-06,-1
3,2147470852,3000000,4.0531158447e-06,-1
 , ,promedio,=sum(D1094:D1113)/count(D1094:D1113), 
3,0,4000000,4.0531158447e-06,-1
3,5000,4000000,4.0531158447e-06,-1
3,61396,4000000,5.0067901611e-06,-1
3,152503,4000000,4.0531158447e-06,-1
3,214826,4000000,5.9604644775e-06,-1
3,322486,4000000,5.9604644775e-06,-1
3,3128036,4000000,5.0067901611e-06,1
3,6337399,4000000,5.0067901611e-06,-1
3,10393545,4000000,4.0531158447e-06,-1
3,14700764,4000000,4.0531158447e-06,-1
3,187645041,4000000,3.8146972656e-06,-1
3,450057883,4000000,4.0531158447e-06,-1
3,1295390003,4000000,5.0067901611e-06,-1
3,1360839354,4000000,5.0067901611e-06,-1
3,1493283650,4000000,3.0994415283e-06,1
3,1843349527,4000000,3.8146972656e-06,1
3,1980098116,4000000,2.8610229492e-06,-1
3,2109248666,4000000,4.0531158447e-06,-1
3,2147445644,4000000,2.8610229492e-06,-1
3,2147470852,4000000,3.0994415283e-06,-1
 , ,promedio,=sum(D1115:D1134)/count(D1115:D1134), 
3,0,5000000,5.0067901611e-06,-1
3,5000,5000000,5.0067901611e-06,-1
3,61396,5000000,5.0067901611e-06,-1
3,152503,5000000,5.0067901611e-06,-1
3,214826,5000000,5.9604644775e-06,-1
3,322486,5000000,7.1525573730e-06,-1
3,3128036,5000000,5.0067901611e-06,1
3,6337399,5000000,4.0531158447e-06,-1
3,10393545,5000000,4.0531158447e-06,-1
3,14700764,5000000,3.8146972656e-06,-1
3,187645041,5000000,4.0531158447e-06,-1
3,450057883,5000000,5.0067901611e-06,-1
3,1295390003,5000000,4.0531158447e-06,-1
3,1360839354,5000000,5.0067901611e-06,-1
3,1493283650,5000000,3.8146972656e-06,1
3,1843349527,5000000,5.0067901611e-06,1
3,1980098116,5000000,2.8610229492e-06,-1
3,2109248666,5000000,5.0067901611e-06,-1
3,2147445644,5000000,3.0994415283e-06,-1
3,2147470852,5000000,4.0531158447e-06,-1
 , ,promedio,=sum(D1136:D1155)/count(D1136:D1155), 
3,0,6000000,4.0531158447e-06,-1
3,5000,6000000,5.0067901611e-06,-1
3,61396,6000000,5.0067901611e-06,-1
3,152503,6000000,4.0531158447e-06,-1
3,214826,6000000,6.9141387939e-06,-1
3,322486,6000000,6.9141387939e-06,-1
3,3128036,6000000,5.0067901611e-06,1
3,6337399,6000000,3.8146972656e-06,-1
3,10393545,6000000,4.0531158447e-06,-1
3,14700764,6000000,3.8146972656e-06,-1
3,187645041,6000000,5.0067901611e-06,-1
3,450057883,6000000,5.9604644775e-06,-1
3,1295390003,6000000,4.0531158447e-06,-1
3,1360839354,6000000,6.1988830566e-06,-1
3,1493283650,6000000,2.8610229492e-06,1
3,1843349527,6000000,4.0531158447e-06,1
3,1980098116,6000000,2.8610229492e-06,-1
3,2109248666,6000000,3.8146972656e-06,-1
3,2147445644,6000000,3.0994415283e-06,-1
3,2147470852,6000000,4.0531158447e-06,-1
 , ,promedio,=sum(D1157:D1176)/count(D1157:D1176), 
3,0,7000000,4.0531158447e-06,-1
3,5000,7000000,4.0531158447e-06,-1
3,61396,7000000,3.8146972656e-06,-1
3,152503,7000000,4.0531158447e-06,-1
3,214826,7000000,5.0067901611e-06,-1
3,322486,7000000,7.1525573730e-06,-1
3,3128036,7000000,5.0067901611e-06,1
3,6337399,7000000,5.9604644775e-06,1
3,10393545,7000000,5.0067901611e-06,1
3,14700764,7000000,4.0531158447e-06,-1
3,187645041,7000000,4.0531158447e-06,-1
3,450057883,7000000,5.0067901611e-06,-1
3,1295390003,7000000,5.0067901611e-06,-1
3,1360839354,7000000,5.9604644775e-06,-1
3,1493283650,7000000,4.0531158447e-06,1
3,1843349527,7000000,5.0067901611e-06,1
3,1980098116,7000000,3.8146972656e-06,-1
3,2109248666,7000000,5.0067901611e-06,1
3,2147445644,7000000,2.8610229492e-06,-1
3,2147470852,7000000,2.8610229492e-06,-1
 , ,promedio,=sum(D1178:D1197)/count(D1178:D1197), 
3,0,8000000,3.8146972656e-06,-1
3,5000,8000000,4.0531158447e-06,-1
3,61396,8000000,4.0531158447e-06,-1
3,152503,8000000,3.8146972656e-06,-1
3,214826,8000000,5.9604644775e-06,-1
3,322486,8000000,6.9141387939e-06,-1
3,3128036,8000000,5.9604644775e-06,1
3,6337399,8000000,5.0067901611e-06,1
3,10393545,8000000,5.0067901611e-06,1
3,14700764,8000000,4.0531158447e-06,-1
3,187645041,8000000,4.0531158447e-06,-1
3,450057883,8000000,6.1988830566e-06,-1
3,1295390003,8000000,5.0067901611e-06,-1
3,1360839354,8000000,6.9141387939e-06,-1
3,1493283650,8000000,3.0994415283e-06,1
3,1843349527,8000000,3.8146972656e-06,1
3,1980098116,8000000,3.0994415283e-06,-1
3,2109248666,8000000,5.0067901611e-06,1
3,2147445644,8000000,2.8610229492e-06,-1
3,2147470852,8000000,5.0067901611e-06,1
 , ,promedio,=sum(D1199:D1218)/count(D1199:D1218), 
3,0,9000000,5.0067901611e-06,-1
3,5000,9000000,4.0531158447e-06,-1
3,61396,9000000,5.9604644775e-06,-1
3,152503,9000000,4.0531158447e-06,-1
3,214826,9000000,6.1988830566e-06,-1
